ticket_id,created_at,resolved_at,category,priority,channel,assigned_team,resolution_minutes,sla_minutes,sla_breached
TKT-105726,2025-01-10 14:28:00,2025-01-11 07:55:45,Other,P4,Portal,EU Support,1047.75,2880,0
TKT-105727,2024-12-23 11:57:00,2024-12-24 05:53:58,Email/Outlook,P4,Email,Service Desk,1076.98,2880,0
TKT-105728,2025-05-17 10:30:00,2025-05-17 18:37:57,Hardware,P3,Portal,EU Support,487.96,1440,0
TKT-105729,2025-07-09 14:14:00,2025-07-09 23:18:42,VPN,P3,Portal,Service Desk,544.7,1440,0
TKT-105730,2025-06-08 13:39:00,2025-06-08 15:18:50,Password Reset,P3,Email,Service Desk,99.84,1440,0
TKT-105731,2024-12-29 12:38:00,2024-12-29 14:06:13,Password Reset,P1,Email,Service Desk,88.22,240,0
TKT-105732,2024-11-16 13:40:00,2024-11-17 10:55:25,Access Request,P4,Email,Apps,1275.43,2880,0
TKT-105733,2024-07-04 16:15:00,2024-07-04 17:54:18,Password Reset,P3,Email,Service Desk,99.3,1440,0
TKT-105734,2024-06-11 14:02:00,2024-06-11 19:16:44,Access Request,P3,Phone,EU Support,314.74,1440,0
TKT-105735,2025-09-02 08:02:00,2025-09-02 16:42:04,Hardware,P2,Phone,Service Desk,520.08,480,1
TKT-105736,2024-10-24 08:38:00,2024-10-24 20:10:36,Email/Outlook,P3,Email,EU Support,692.61,1440,0
TKT-105737,2024-01-29 15:32:00,2024-01-30 00:53:08,Software Install,P4,Email,Service Desk,561.14,2880,0
TKT-105738,2024-08-12 12:52:00,2024-08-12 23:06:38,Microsoft 365,P3,Chat,Service Desk,614.64,1440,0
TKT-105739,2024-04-24 08:20:00,2024-04-24 09:55:19,Account Lockout,P1,Email,Service Desk,95.32,240,0
TKT-105740,2025-11-03 09:55:00,2025-11-03 17:00:56,Microsoft 365,P4,Phone,Service Desk,425.93,2880,0
TKT-105741,2025-11-10 15:03:00,2025-11-10 15:43:33,Password Reset,P1,Phone,Network,40.56,240,0
TKT-105742,2024-09-27 16:51:00,2024-09-28 00:04:13,Email/Outlook,P3,Email,Security,433.22,1440,0
TKT-105743,2025-12-08 13:17:00,2025-12-08 17:30:21,VPN,P2,Email,Service Desk,253.35,480,0
TKT-105744,2024-06-15 16:07:00,2024-06-16 00:57:21,Email/Outlook,P4,Chat,Service Desk,530.36,2880,0
TKT-105745,2024-11-06 13:55:00,2024-11-06 15:29:16,Printer,P3,Email,Service Desk,94.27,1440,0
TKT-105746,2024-11-09 12:55:00,2024-11-09 22:17:45,Access Request,P3,Phone,Network,562.77,1440,0
TKT-105747,2024-01-30 15:35:00,2024-01-30 21:50:20,Access Request,P2,Portal,EU Support,375.34,480,0
TKT-105748,2025-10-09 10:40:00,2025-10-09 13:52:34,Email/Outlook,P2,Phone,Service Desk,192.58,480,0
TKT-105749,2024-04-22 16:03:00,2024-04-23 15:08:23,Software Install,P4,Phone,Service Desk,1385.39,2880,0
TKT-105750,2025-05-23 14:59:00,2025-05-23 15:40:21,Password Reset,P1,Portal,EU Support,41.35,240,0
TKT-105751,2024-09-09 12:31:00,2024-09-10 05:38:34,VPN,P4,Portal,EU Support,1027.57,2880,0
TKT-105752,2025-06-25 16:28:00,2025-06-25 20:50:14,VPN,P2,Email,Service Desk,262.24,480,0
TKT-105753,2024-09-12 13:30:00,2024-09-12 14:48:29,Password Reset,P2,Email,Service Desk,78.48,480,0
TKT-105754,2025-11-07 09:02:00,2025-11-07 10:34:58,Hardware,P4,Chat,Service Desk,92.97,2880,0
TKT-105755,2024-03-25 14:31:00,2024-03-25 18:31:29,Access Request,P2,Email,EU Support,240.49,480,0
TKT-105756,2025-12-28 13:11:00,2025-12-28 17:33:27,WiFi/Network,P4,Phone,Service Desk,262.46,2880,0
TKT-105757,2025-06-26 14:09:00,2025-06-26 16:47:51,Password Reset,P3,Phone,Service Desk,158.85,1440,0
TKT-105758,2024-05-16 15:15:00,2024-05-17 03:28:34,Printer,P3,Email,Service Desk,733.57,1440,0
TKT-105759,2024-12-21 14:13:00,2024-12-22 22:17:17,Microsoft 365,P4,Phone,Service Desk,1924.29,2880,0
TKT-105760,2025-05-22 12:41:00,2025-05-22 16:30:49,VPN,P3,Phone,EU Support,229.82,1440,0
TKT-105761,2025-11-30 11:03:00,2025-11-30 18:37:23,Software Install,P2,Portal,Service Desk,454.4,480,0
TKT-105762,2024-09-26 08:02:00,2024-09-26 15:18:08,WiFi/Network,P3,Phone,EU Support,436.15,1440,0
TKT-105763,2025-03-02 13:50:00,2025-03-02 23:35:50,Access Request,P3,Email,Service Desk,585.84,1440,0
TKT-105764,2024-04-01 09:23:00,2024-04-01 09:33:00,Password Reset,P4,Email,Network,10.0,2880,0
TKT-105765,2024-06-23 12:23:00,2024-06-23 12:33:00,Email/Outlook,P3,Email,Service Desk,10.0,1440,0
TKT-105766,2025-03-31 16:50:00,2025-03-31 23:35:06,Other,P3,Portal,EU Support,405.12,1440,0
TKT-105767,2024-11-08 10:21:00,2024-11-08 19:59:18,Software Install,P4,Phone,Service Desk,578.31,2880,0
TKT-105768,2024-12-21 13:29:00,2024-12-21 17:16:54,Microsoft 365,P3,Chat,Service Desk,227.91,1440,0
TKT-105769,2025-05-09 13:04:00,2025-05-09 23:34:06,Access Request,P4,Portal,Service Desk,630.1,2880,0
TKT-105770,2024-08-03 13:48:00,2024-08-03 16:39:55,Account Lockout,P3,Phone,Service Desk,171.93,1440,0
TKT-105771,2024-06-16 16:44:00,2024-06-16 21:55:15,Email/Outlook,P3,Portal,Service Desk,311.25,1440,0
TKT-105772,2025-02-19 15:44:00,2025-02-19 21:12:14,Microsoft 365,P2,Email,Network,328.25,480,0
TKT-105773,2024-11-04 13:05:00,2024-11-04 21:04:42,Access Request,P3,Chat,Apps,479.7,1440,0
TKT-105774,2025-07-08 12:27:00,2025-07-09 02:42:02,Software Install,P4,Email,Service Desk,855.03,2880,0
TKT-105775,2025-07-09 12:51:00,2025-07-09 14:20:17,VPN,P2,Phone,Service Desk,89.29,480,0
TKT-105776,2025-10-21 11:53:00,2025-10-21 13:38:51,Account Lockout,P3,Phone,Network,105.86,1440,0
TKT-105777,2024-05-17 10:32:00,2024-05-17 12:12:55,Access Request,P2,Portal,Service Desk,100.93,480,0
TKT-105778,2024-07-22 12:32:00,2024-07-22 19:39:16,Hardware,P3,Phone,Network,427.28,1440,0
TKT-105779,2024-09-08 14:12:00,2024-09-08 16:18:31,Password Reset,P2,Phone,Service Desk,126.52,480,0
TKT-105780,2024-02-14 09:52:00,2024-02-14 14:05:15,WiFi/Network,P3,Chat,Service Desk,253.26,1440,0
TKT-105781,2025-06-12 12:54:00,2025-06-13 00:26:24,Software Install,P3,Email,Service Desk,692.41,1440,0
TKT-105782,2025-10-12 11:49:00,2025-10-12 12:36:03,Password Reset,P2,Email,Service Desk,47.06,480,0
TKT-105783,2024-10-29 11:25:00,2024-10-29 19:07:49,Hardware,P2,Phone,Apps,462.82,480,0
TKT-105784,2024-08-18 11:05:00,2024-08-18 12:18:49,WiFi/Network,P3,Email,Service Desk,73.82,1440,0
TKT-105785,2024-08-19 11:31:00,2024-08-19 12:21:10,Account Lockout,P2,Email,Service Desk,50.17,480,0
TKT-105786,2025-10-23 11:03:00,2025-10-23 12:19:48,Email/Outlook,P1,Phone,Network,76.81,240,0
TKT-105787,2024-09-26 10:21:00,2024-09-26 14:22:44,VPN,P3,Chat,EU Support,241.75,1440,0
TKT-105788,2025-01-23 13:49:00,2025-01-23 20:26:32,WiFi/Network,P4,Phone,Service Desk,397.54,2880,0
TKT-105789,2025-01-06 15:50:00,2025-01-06 16:49:46,Microsoft 365,P2,Email,Service Desk,59.78,480,0
TKT-105790,2024-01-14 11:51:00,2024-01-15 04:04:31,Software Install,P3,Email,EU Support,973.52,1440,0
TKT-105791,2025-09-14 11:27:00,2025-09-14 14:59:44,Password Reset,P3,Chat,Network,212.75,1440,0
TKT-105792,2024-06-22 13:37:00,2024-06-22 18:33:12,Password Reset,P3,Phone,EU Support,296.2,1440,0
TKT-105793,2024-01-11 08:25:00,2024-01-11 19:49:48,VPN,P3,Chat,Service Desk,684.8,1440,0
TKT-105794,2024-11-23 13:32:00,2024-11-23 21:51:01,Access Request,P3,Phone,Service Desk,499.03,1440,0
TKT-105795,2025-01-16 17:10:00,2025-01-17 16:41:03,Access Request,P4,Portal,Apps,1411.06,2880,0
TKT-105796,2024-08-01 10:30:00,2024-08-01 18:41:26,Access Request,P3,Email,Service Desk,491.43,1440,0
TKT-105797,2025-10-24 17:48:00,2025-10-24 19:23:24,Account Lockout,P4,Chat,Service Desk,95.4,2880,0
TKT-105798,2024-03-18 15:49:00,2024-03-19 01:11:59,Printer,P3,Chat,Service Desk,563.0,1440,0
TKT-105799,2025-02-09 11:30:00,2025-02-09 14:26:52,Email/Outlook,P4,Chat,Service Desk,176.87,2880,0
TKT-105800,2025-01-17 17:52:00,2025-01-18 06:35:06,Printer,P3,Email,Network,763.11,1440,0
TKT-105801,2024-04-17 08:21:00,2024-04-17 19:38:48,Hardware,P4,Email,Service Desk,677.81,2880,0
TKT-105802,2024-06-28 12:00:00,2024-06-28 15:18:33,Email/Outlook,P3,Phone,Apps,198.56,1440,0
TKT-105803,2024-12-15 13:13:00,2024-12-15 20:25:09,Hardware,P3,Portal,Service Desk,432.16,1440,0
TKT-105804,2025-02-21 14:26:00,2025-02-21 18:14:56,VPN,P2,Phone,Service Desk,228.95,480,0
TKT-105805,2025-01-13 16:36:00,2025-01-13 19:12:22,Password Reset,P3,Email,Service Desk,156.38,1440,0
TKT-105806,2024-10-01 10:01:00,2024-10-01 16:21:19,Email/Outlook,P2,Portal,Service Desk,380.32,480,0
TKT-105807,2025-03-31 10:26:00,2025-03-31 15:35:16,VPN,P2,Email,Service Desk,309.28,480,0
TKT-105808,2025-06-15 11:38:00,2025-06-15 18:31:30,WiFi/Network,P3,Phone,Service Desk,413.51,1440,0
TKT-105809,2024-02-01 10:00:00,2024-02-01 13:28:01,Password Reset,P3,Portal,Service Desk,208.03,1440,0
TKT-105810,2024-07-03 14:56:00,2024-07-03 19:35:58,Account Lockout,P4,Phone,EU Support,279.98,2880,0
TKT-105811,2024-11-12 14:37:00,2024-11-13 03:23:24,Email/Outlook,P4,Portal,Apps,766.42,2880,0
TKT-105812,2025-11-06 09:11:00,2025-11-06 11:59:08,Access Request,P4,Email,Service Desk,168.14,2880,0
TKT-105813,2025-05-24 15:46:00,2025-05-25 13:45:13,Hardware,P4,Chat,EU Support,1319.23,2880,0
TKT-105814,2025-02-12 08:06:00,2025-02-12 10:44:01,Microsoft 365,P1,Chat,Security,158.02,240,0
TKT-105815,2025-05-21 13:01:00,2025-05-21 20:39:19,Microsoft 365,P3,Chat,Service Desk,458.33,1440,0
TKT-105816,2025-05-12 11:11:00,2025-05-12 12:05:04,Account Lockout,P3,Portal,Service Desk,54.08,1440,0
TKT-105817,2024-11-07 13:59:00,2024-11-07 18:21:19,Access Request,P3,Email,Service Desk,262.33,1440,0
TKT-105818,2025-08-12 13:10:00,2025-08-12 15:01:43,VPN,P3,Chat,Security,111.72,1440,0
TKT-105819,2024-02-05 17:29:00,2024-02-05 18:30:59,Password Reset,P3,Email,Network,61.99,1440,0
TKT-105820,2024-10-17 14:50:00,2024-10-17 16:36:55,Password Reset,P2,Portal,Network,106.92,480,0
TKT-105821,2025-07-08 12:40:00,2025-07-08 19:29:59,Email/Outlook,P3,Email,Service Desk,409.99,1440,0
TKT-105822,2025-08-21 14:09:00,2025-08-21 16:53:27,Microsoft 365,P1,Phone,EU Support,164.46,240,0
TKT-105823,2024-05-25 12:20:00,2024-05-26 04:31:44,Software Install,P4,Portal,Apps,971.74,2880,0
TKT-105824,2024-12-15 13:20:00,2024-12-15 17:23:23,VPN,P1,Phone,Service Desk,243.39,240,1
TKT-105825,2024-06-07 15:19:00,2024-06-07 18:01:32,Printer,P2,Portal,Apps,162.55,480,0
TKT-105826,2025-12-08 08:40:00,2025-12-08 10:01:39,Account Lockout,P3,Email,Service Desk,81.65,1440,0
TKT-105827,2025-01-20 13:07:00,2025-01-20 21:37:48,Access Request,P3,Email,Security,510.81,1440,0
TKT-105828,2025-03-15 16:57:00,2025-03-15 22:32:14,Hardware,P2,Portal,Service Desk,335.24,480,0
TKT-105829,2024-09-19 12:38:00,2024-09-19 20:51:10,VPN,P3,Phone,Network,493.18,1440,0
TKT-105830,2025-03-07 11:55:00,2025-03-08 06:25:05,Access Request,P4,Email,Service Desk,1110.09,2880,0
TKT-105831,2024-01-01 08:34:00,2024-01-01 14:57:38,Microsoft 365,P3,Portal,Service Desk,383.64,1440,0
TKT-105832,2024-09-21 14:50:00,2024-09-21 17:48:17,Account Lockout,P3,Email,Apps,178.3,1440,0
TKT-105833,2025-10-31 13:19:00,2025-10-31 15:30:41,Account Lockout,P4,Portal,Service Desk,131.69,2880,0
TKT-105834,2024-07-07 13:35:00,2024-07-08 00:36:47,Other,P4,Email,Network,661.8,2880,0
TKT-105835,2024-10-31 12:53:00,2024-10-31 20:20:33,Password Reset,P4,Phone,EU Support,447.57,2880,0
TKT-105836,2024-03-23 11:09:00,2024-03-23 18:29:33,Microsoft 365,P2,Portal,Service Desk,440.56,480,0
TKT-105837,2024-03-12 11:53:00,2024-03-12 14:30:33,Password Reset,P3,Chat,Service Desk,157.57,1440,0
TKT-105838,2025-01-12 14:21:00,2025-01-12 16:28:05,Password Reset,P3,Email,Service Desk,127.1,1440,0
TKT-105839,2025-08-04 14:04:00,2025-08-04 19:33:18,Microsoft 365,P3,Portal,Network,329.31,1440,0
TKT-105840,2024-08-13 10:32:00,2024-08-13 13:45:01,Password Reset,P4,Phone,Service Desk,193.03,2880,0
TKT-105841,2024-06-06 14:34:00,2024-06-06 20:55:09,WiFi/Network,P3,Portal,Service Desk,381.15,1440,0
TKT-105842,2024-01-17 15:59:00,2024-01-17 21:27:03,Access Request,P2,Email,Service Desk,328.05,480,0
TKT-105843,2025-01-13 09:27:00,2025-01-13 12:25:31,Password Reset,P3,Chat,Service Desk,178.52,1440,0
TKT-105844,2024-07-04 12:34:00,2024-07-04 21:47:41,Software Install,P4,Phone,EU Support,553.69,2880,0
TKT-105845,2024-04-03 17:34:00,2024-04-03 20:45:52,Password Reset,P3,Phone,Service Desk,191.87,1440,0
TKT-105846,2025-05-02 13:32:00,2025-05-02 15:39:04,Email/Outlook,P3,Phone,EU Support,127.08,1440,0
TKT-105847,2025-06-09 16:32:00,2025-06-09 21:33:02,Password Reset,P4,Email,Service Desk,301.04,2880,0
TKT-105848,2024-06-10 08:08:00,2024-06-10 16:00:17,Email/Outlook,P2,Portal,Service Desk,472.29,480,0
TKT-105849,2025-11-10 15:06:00,2025-11-10 20:25:34,Access Request,P2,Chat,Service Desk,319.58,480,0
TKT-105850,2024-04-29 09:10:00,2024-04-29 09:20:00,Account Lockout,P4,Portal,Service Desk,10.0,2880,0
TKT-105851,2024-06-02 13:38:00,2024-06-03 00:16:58,Hardware,P3,Portal,Service Desk,638.97,1440,0
TKT-105852,2025-11-24 14:21:00,2025-11-24 22:52:34,Microsoft 365,P3,Phone,Service Desk,511.57,1440,0
TKT-105853,2025-07-14 08:15:00,2025-07-14 23:34:33,VPN,P4,Email,Service Desk,919.55,2880,0
TKT-105854,2024-03-06 13:36:00,2024-03-06 14:27:47,Password Reset,P3,Portal,Service Desk,51.79,1440,0
TKT-105855,2024-05-29 09:12:00,2024-05-29 12:19:15,Email/Outlook,P3,Email,EU Support,187.26,1440,0
TKT-105856,2025-10-18 15:04:00,2025-10-18 16:36:04,Password Reset,P2,Chat,Network,92.07,480,0
TKT-105857,2024-11-30 10:54:00,2024-11-30 12:21:16,Account Lockout,P3,Chat,Service Desk,87.28,1440,0
TKT-105858,2025-10-08 13:30:00,2025-10-08 18:41:45,Access Request,P3,Email,EU Support,311.77,1440,0
TKT-105859,2025-08-29 16:54:00,2025-08-29 22:17:11,VPN,P3,Phone,Service Desk,323.19,1440,0
TKT-105860,2024-03-14 09:23:00,2024-03-14 12:08:09,Email/Outlook,P3,Phone,EU Support,165.15,1440,0
TKT-105861,2024-01-17 08:35:00,2024-01-17 12:22:18,Microsoft 365,P3,Email,Service Desk,227.31,1440,0
TKT-105862,2024-06-10 09:59:00,2024-06-10 16:57:54,Software Install,P2,Chat,Network,418.91,480,0
TKT-105863,2024-12-20 09:26:00,2024-12-20 11:35:06,Email/Outlook,P1,Portal,Service Desk,129.11,240,0
TKT-105864,2025-03-12 16:44:00,2025-03-13 01:41:34,Access Request,P3,Email,EU Support,537.57,1440,0
TKT-105865,2024-07-04 15:28:00,2024-07-05 04:29:07,Access Request,P4,Portal,Service Desk,781.13,2880,0
TKT-105866,2024-04-30 08:22:00,2024-04-30 13:33:17,Microsoft 365,P3,Phone,Apps,311.3,1440,0
TKT-105867,2025-07-07 10:53:00,2025-07-07 11:03:00,Access Request,P4,Email,EU Support,10.0,2880,0
TKT-105868,2024-04-02 14:06:00,2024-04-02 23:33:28,Software Install,P3,Phone,Service Desk,567.48,1440,0
TKT-105869,2025-05-02 09:55:00,2025-05-02 13:46:59,Microsoft 365,P2,Email,Apps,232.0,480,0
TKT-105870,2025-01-28 16:42:00,2025-01-28 18:15:57,Email/Outlook,P3,Phone,Service Desk,93.97,1440,0
TKT-105871,2024-08-12 10:37:00,2024-08-12 20:00:16,Printer,P3,Phone,Apps,563.28,1440,0
TKT-105872,2025-10-06 17:13:00,2025-10-07 02:27:39,WiFi/Network,P3,Email,Apps,554.65,1440,0
TKT-105873,2024-10-15 13:37:00,2024-10-15 20:46:23,Printer,P3,Portal,Service Desk,429.39,1440,0
TKT-105874,2025-12-23 14:51:00,2025-12-23 18:56:21,Account Lockout,P4,Chat,Network,245.36,2880,0
TKT-105875,2025-08-11 12:27:00,2025-08-12 07:02:06,WiFi/Network,P4,Chat,Service Desk,1115.1,2880,0
TKT-105876,2024-04-30 08:57:00,2024-04-30 10:38:10,Account Lockout,P3,Phone,Service Desk,101.18,1440,0
TKT-105877,2025-09-23 10:56:00,2025-09-23 18:57:49,Microsoft 365,P3,Chat,Service Desk,481.82,1440,0
TKT-105878,2024-09-26 12:32:00,2024-09-26 18:38:03,Microsoft 365,P2,Email,Service Desk,366.05,480,0
TKT-105879,2024-11-16 12:40:00,2024-11-16 18:31:41,Password Reset,P4,Portal,Service Desk,351.7,2880,0
TKT-105880,2025-12-15 09:24:00,2025-12-15 10:04:37,Access Request,P3,Email,Apps,40.63,1440,0
TKT-105881,2025-05-28 16:42:00,2025-05-28 22:16:18,Other,P3,Portal,Apps,334.3,1440,0
TKT-105882,2024-03-05 08:42:00,2024-03-05 18:33:14,Microsoft 365,P3,Email,Network,591.24,1440,0
TKT-105883,2024-02-04 13:32:00,2024-02-04 23:26:28,Printer,P4,Chat,Security,594.48,2880,0
TKT-105884,2025-05-23 16:08:00,2025-05-24 04:04:11,Software Install,P3,Email,Service Desk,716.19,1440,0
TKT-105885,2024-03-21 17:25:00,2024-03-22 03:32:35,Microsoft 365,P3,Portal,Service Desk,607.6,1440,0
TKT-105886,2024-04-20 12:28:00,2024-04-20 13:54:55,VPN,P3,Portal,Network,86.92,1440,0
TKT-105887,2025-09-20 15:44:00,2025-09-20 19:28:44,Email/Outlook,P4,Phone,Network,224.74,2880,0
TKT-105888,2024-06-11 14:09:00,2024-06-11 16:36:28,Password Reset,P3,Email,Service Desk,147.48,1440,0
TKT-105889,2024-09-06 14:52:00,2024-09-07 01:25:21,Printer,P3,Phone,EU Support,633.36,1440,0
TKT-105890,2024-12-22 14:29:00,2024-12-22 20:59:12,Software Install,P3,Portal,EU Support,390.21,1440,0
TKT-105891,2025-09-01 12:22:00,2025-09-01 16:44:56,Other,P2,Portal,EU Support,262.94,480,0
TKT-105892,2024-02-15 09:53:00,2024-02-15 16:30:00,Microsoft 365,P3,Portal,Service Desk,397.0,1440,0
TKT-105893,2024-01-05 12:02:00,2024-01-05 15:27:01,Password Reset,P3,Email,Service Desk,205.02,1440,0
TKT-105894,2024-01-11 09:30:00,2024-01-11 11:55:46,Password Reset,P2,Email,EU Support,145.77,480,0
TKT-105895,2024-03-13 15:08:00,2024-03-13 15:18:00,Password Reset,P4,Email,Network,10.0,2880,0
TKT-105896,2025-07-13 14:28:00,2025-07-13 15:47:55,Password Reset,P2,Portal,Apps,79.93,480,0
TKT-105897,2024-05-12 11:05:00,2024-05-12 14:59:12,VPN,P1,Phone,Service Desk,234.2,240,0
TKT-105898,2025-06-19 09:27:00,2025-06-19 14:54:38,Hardware,P3,Portal,Apps,327.65,1440,0
TKT-105899,2025-08-12 14:50:00,2025-08-12 17:51:43,Account Lockout,P3,Chat,Apps,181.72,1440,0
TKT-105900,2024-04-06 14:47:00,2024-04-06 21:25:22,Access Request,P3,Email,Network,398.38,1440,0
TKT-105901,2025-05-02 15:02:00,2025-05-02 23:52:57,Email/Outlook,P4,Portal,Service Desk,530.95,2880,0
TKT-105902,2024-08-16 15:52:00,2024-08-16 19:19:24,Hardware,P3,Phone,Service Desk,207.41,1440,0
TKT-105903,2024-07-10 12:01:00,2024-07-10 12:21:02,Access Request,P4,Email,Service Desk,20.05,2880,0
TKT-105904,2025-07-20 11:45:00,2025-07-21 17:29:51,Software Install,P4,Portal,Service Desk,1784.85,2880,0
TKT-105905,2025-10-14 08:32:00,2025-10-14 15:59:02,Password Reset,P4,Phone,Security,447.04,2880,0
TKT-105906,2024-06-06 15:15:00,2024-06-06 17:04:44,WiFi/Network,P2,Portal,Service Desk,109.74,480,0
TKT-105907,2025-08-01 15:51:00,2025-08-01 18:18:03,Password Reset,P3,Email,Service Desk,147.06,1440,0
TKT-105908,2024-03-20 16:34:00,2024-03-21 02:20:17,Access Request,P4,Chat,Security,586.29,2880,0
TKT-105909,2025-01-10 14:59:00,2025-01-10 20:41:23,WiFi/Network,P2,Phone,Apps,342.39,480,0
TKT-105910,2025-01-22 13:15:00,2025-01-22 19:56:09,Software Install,P3,Portal,Service Desk,401.15,1440,0
TKT-105911,2024-12-06 12:50:00,2024-12-06 16:15:15,VPN,P1,Email,Network,205.25,240,0
TKT-105912,2025-03-16 10:07:00,2025-03-16 15:36:32,Microsoft 365,P3,Portal,EU Support,329.55,1440,0
TKT-105913,2025-07-08 17:15:00,2025-07-08 21:49:46,Email/Outlook,P2,Phone,Apps,274.77,480,0
TKT-105914,2024-01-21 12:56:00,2024-01-21 19:04:17,VPN,P3,Portal,Apps,368.3,1440,0
TKT-105915,2024-02-14 11:03:00,2024-02-14 15:38:29,Microsoft 365,P2,Phone,Apps,275.49,480,0
TKT-105916,2025-03-19 13:59:00,2025-03-20 22:05:19,Printer,P4,Email,Network,1926.33,2880,0
TKT-105917,2025-12-26 14:07:00,2025-12-26 19:41:38,Printer,P2,Phone,Apps,334.64,480,0
TKT-105918,2025-05-02 14:10:00,2025-05-02 14:59:38,Password Reset,P1,Phone,Apps,49.64,240,0
TKT-105919,2025-09-06 14:33:00,2025-09-06 22:35:09,Hardware,P2,Email,Service Desk,482.16,480,1
TKT-105920,2024-08-29 10:35:00,2024-08-29 12:33:40,Password Reset,P4,Chat,Service Desk,118.68,2880,0
TKT-105921,2025-01-09 15:29:00,2025-01-09 16:35:59,Password Reset,P3,Chat,Service Desk,66.99,1440,0
TKT-105922,2024-06-02 13:22:00,2024-06-02 17:21:30,Microsoft 365,P3,Email,Apps,239.51,1440,0
TKT-105923,2024-10-02 17:54:00,2024-10-02 23:54:56,Hardware,P2,Portal,EU Support,360.94,480,0
TKT-105924,2025-04-02 14:22:00,2025-04-03 05:15:21,Access Request,P4,Portal,EU Support,893.36,2880,0
TKT-105925,2024-01-13 14:46:00,2024-01-13 19:33:24,VPN,P2,Portal,Service Desk,287.41,480,0
TKT-105926,2024-05-27 09:34:00,2024-05-27 14:12:59,WiFi/Network,P3,Email,Apps,279.0,1440,0
TKT-105927,2024-11-20 11:47:00,2024-11-20 13:43:14,Password Reset,P2,Portal,Service Desk,116.24,480,0
TKT-105928,2024-01-05 08:37:00,2024-01-06 01:53:33,Email/Outlook,P4,Portal,Service Desk,1036.56,2880,0
TKT-105929,2025-03-30 16:17:00,2025-03-30 23:34:56,VPN,P3,Email,Service Desk,437.95,1440,0
TKT-105930,2024-02-10 13:47:00,2024-02-10 16:26:01,Password Reset,P3,Portal,Service Desk,159.03,1440,0
TKT-105931,2025-10-27 15:09:00,2025-10-28 12:56:17,Printer,P4,Phone,Service Desk,1307.28,2880,0
TKT-105932,2025-12-23 09:35:00,2025-12-23 13:13:45,Hardware,P2,Portal,Service Desk,218.76,480,0
TKT-105933,2025-11-10 10:54:00,2025-11-10 12:49:28,Account Lockout,P3,Chat,EU Support,115.48,1440,0
TKT-105934,2024-02-09 17:07:00,2024-02-10 06:56:03,Hardware,P3,Phone,EU Support,829.06,1440,0
TKT-105935,2025-09-28 15:17:00,2025-09-28 19:40:20,Other,P3,Phone,Service Desk,263.34,1440,0
TKT-105936,2024-09-11 11:29:00,2024-09-11 17:28:53,Access Request,P4,Portal,Service Desk,359.9,2880,0
TKT-105937,2024-10-08 08:23:00,2024-10-08 11:12:21,Password Reset,P3,Email,Service Desk,169.37,1440,0
TKT-105938,2025-10-31 13:09:00,2025-11-01 00:27:21,WiFi/Network,P4,Email,Service Desk,678.36,2880,0
TKT-105939,2024-09-16 11:43:00,2024-09-16 12:36:16,Account Lockout,P2,Email,Apps,53.27,480,0
TKT-105940,2025-07-20 15:37:00,2025-07-21 15:01:59,Access Request,P4,Email,Service Desk,1404.99,2880,0
TKT-105941,2025-01-22 14:14:00,2025-01-22 23:48:10,Software Install,P3,Phone,EU Support,574.18,1440,0
TKT-105942,2024-07-09 14:51:00,2024-07-09 16:57:27,Account Lockout,P4,Phone,Security,126.45,2880,0
TKT-105943,2025-01-30 14:55:00,2025-01-30 18:19:51,Access Request,P2,Email,Service Desk,204.87,480,0
TKT-105944,2025-06-04 15:42:00,2025-06-04 18:52:12,WiFi/Network,P3,Phone,EU Support,190.21,1440,0
TKT-105945,2025-09-10 13:52:00,2025-09-10 16:07:35,Access Request,P3,Phone,Service Desk,135.6,1440,0
TKT-105946,2024-10-15 10:43:00,2024-10-15 15:04:25,Printer,P2,Portal,EU Support,261.43,480,0
TKT-105947,2025-05-17 16:00:00,2025-05-17 21:01:46,Software Install,P3,Chat,Service Desk,301.77,1440,0
TKT-105948,2024-01-24 12:27:00,2024-01-24 21:26:12,Email/Outlook,P3,Portal,EU Support,539.21,1440,0
TKT-105949,2025-03-09 11:33:00,2025-03-09 14:29:11,Password Reset,P3,Portal,Service Desk,176.19,1440,0
TKT-105950,2025-10-13 11:07:00,2025-10-13 12:19:14,Password Reset,P3,Portal,Service Desk,72.25,1440,0
TKT-105951,2025-10-07 16:50:00,2025-10-08 00:10:02,Email/Outlook,P3,Phone,EU Support,440.04,1440,0
TKT-105952,2024-03-21 08:26:00,2024-03-21 13:30:54,Other,P3,Email,Security,304.9,1440,0
TKT-105953,2024-02-11 10:46:00,2024-02-11 14:14:12,Account Lockout,P4,Email,Network,208.21,2880,0
TKT-105954,2025-06-21 15:45:00,2025-06-22 02:22:35,Password Reset,P4,Email,Service Desk,637.59,2880,0
TKT-105955,2025-06-12 13:11:00,2025-06-13 02:25:55,Hardware,P3,Chat,Service Desk,794.93,1440,0
TKT-105956,2024-08-09 08:27:00,2024-08-10 03:30:26,Other,P4,Chat,Service Desk,1143.44,2880,0
TKT-105957,2024-05-26 12:39:00,2024-05-26 13:55:53,Password Reset,P3,Phone,Service Desk,76.89,1440,0
TKT-105958,2025-11-12 11:07:00,2025-11-12 16:04:36,Other,P3,Phone,Apps,297.6,1440,0
TKT-105959,2024-03-18 14:06:00,2024-03-18 16:46:29,Email/Outlook,P1,Portal,Service Desk,160.49,240,0
